x,y
0.0592548109125345,0
0.0169804203324019,0
0.698906322941184,0
9.631147235631945,0
0.1953378785401582,0
1.5610406175255775,0
0.2951682545244694,0
0.5166696850210428,0
6.930131348067885e-13,0
0.0356583594111725,0
1.0155262425541878,0
1.431121863424778,0
0.1292097964324057,0
0.4132429603487253,0
1.5582380816340446,0
0.009959953604266,0
9.603989131745653e-09,0
1.415879651904106,0
0.0070738977228756,0
0.0006684577328996,0
0.0171743391547352,0
22.496052086353306,0
5.945530533790588,0
28.603485226631165,0
0.2236361848190426,0
0.0002263939904878,0
0.207850756123662,0
10.511697083711624,0
27.535340189933777,0
0.0001238093886968,0
0.0001194195306197,0
7.546093883092908e-06,0
0.0002066332854155,0
0.0011562531653908,0
0.1879343762993812,0
0.0621117709670215,0
0.0887112400960177,0
2.4765754118561745,0
0.000241119732891,0
0.0015999145034584,0
0.5727090407162905,0
0.0098863456514664,0
98.7528383731842,0
0.0004831388650927,0
8.479090638502385e-05,0
1.8323177601634166e-16,0
0.0012734401934721,0
2.0800192351930896e-11,0
5.446953326463699,0
0.0013253451470518,0
1.16824172437191,0
18.444985151290894,0
0.0766326789744198,0
6.441725191458356e-10,0
1.82148925960064,0
0.0046801553253317,0
1.7208963632583618,0
0.0086724867287557,0
0.0040328337490791,0
0.0038091046008048,0
0.4397329408675432,0
0.001045043063641,0
91.89115166664124,0
1.19347419058613e-05,0
10.180220007896423,0
0.4077650140970945,0
0.0014314729014586,0
0.0248907395871356,0
5.36365769803524,0
0.0009711496204545,0
0.0037256206269375,0
0.0639891135506331,0
3.593231712173406e-07,0
0.0065645486756693,0
4.924347251653671,0
1.8705615773797035,0
0.3920860588550567,0
0.004657071258407,0
0.0035073153412668,0
0.1584415789693594,0
46.23523950576782,0
0.0001168016865449,0
0.8679521270096302,0
12.178805470466614,0
0.0031610368750989,0
0.2082374179735779,0
0.0101408339105546,0
2.2070872773838343e-05,0
4.257320718181745e-07,0
0.1030420185998082,0
